DR9088KY;DINAS KESEHATAN KABUPATEN LOMBOK TI;30/12/2023;509.250;35.000; -   ;35.000;
DR9105KY;DINAS KESEHATAN KAB.LOTIM;30/12/2023;451.500;3.000; -   ;3.000;
DR2586LY;BPS KAB. LOMBOK TIMUR;30/12/2023;63.500;35.000; -   ;35.000;
DR2582LY;BPS KAB. LOMBOK TIMUR;30/12/2023;63.500;35.000; -   ;35.000;
DR2583LY;BPS KAB. LOMBOK TIMUR;30/12/2023;63.500;35.000; -   ;35.000;
DR2584LY;BPS KAB. LOMBOK TIMUR;30/12/2023;63.500;35.000; -   ;35.000;
DR1104KY;KTR PELAYANAN PERBENDAHARAAN;30/12/2023;929.250;143.000; -   ;143.000;
DR9048KY;PEMKAB. KAB LOTIM;29/12/2023;905.975;143.000; -   ;143.000;
DR3501LY;PEMDA KANTOR DESA SEKAROH;29/12/2023;49.875;35.000; -   ;35.000;
DR3480LY;BADAN PEMBERDAYAAN PEREMPUAN DAN KELUARGA BERENCANA;29/12/2023;49.875;35.000; -   ;35.000;
DR3481LY;BADAN PEMBERDAYAAN PEREMPUAN DAN KELUARGA BERENCANA;29/12/2023;49.875;35.000; -   ;35.000;
DR3488LY;BADAN PEMBERDAYAAN PEREMPUAN DAN KELUARGA BERENCANA;29/12/2023;49.875;35.000; -   ;35.000;
DR3489LY;BADAN PEMBERDAYAAN PEREMPUAN DAN KELUARGA BERENCANA;29/12/2023;49.875;35.000; -   ;35.000;
DR3490LY;BADAN PEMBERDAYAAN PEREMPUAN DAN KELUARGA BERENCANA;29/12/2023;49.875;35.000; -   ;35.000;
DR3491LY;BPPKB KAB. LOMBOK TIMUR;29/12/2023;49.875;35.000; -   ;35.000;
DR3487LY;BADAN PEMBERDAYAAN PEREMPUAN DAN KELUARGA BERENCANA;29/12/2023;49.875;35.000; -   ;35.000;
DR3482LY;BADAN PEMBERDAYAAN PEREMPUAN DAN BERENCANA;29/12/2023;49.875;35.000; -   ;35.000;
DR3483LY;BADAN PEMBERDAYAAN PEREMPUAN DAN KELUARGA BERENCANA;29/12/2023;49.875;35.000; -   ;35.000;
DR3485LY;BADAN PEMBERDAYAAN PEREMPUAN DAN KELUARGA BERENCANA;29/12/2023;49.875;35.000; -   ;35.000;
DR3486LY;BADAN PEMBERDAYAAN PEREMPUAN DAN KELUARGA BERENCANA;29/12/2023;49.875;35.000; -   ;35.000;
DR3701KY;DEP.PERHUBUBUNGAN KNTR PELB. LB.LBK;29/12/2023;55.000;35.000; -   ;35.000;
DR3931KY;PEMERINTAH KAB LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR3933KY;PEMERINTAH KAB LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR3934KY;PEMERINTAH KAB LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR3935KY;PEMERINTAH KAB LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR3943KY;PEMERINTAH KAB LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR3944KY;PEMERINTAH KAB LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR3946KY;PEMERINTAH KAB LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR3945KY;PEMERINTAH KAB LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR4079KY;PEMERINTAH KAB LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR3855KY;PEMERINTAH KAB  LOTIM;29/12/2023;65.500;35.000; -   ;35.000;
DR3904KY;PEMERINTAH KAB LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR3907KY;PEMERINTAH KAB. LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR3926KY;PEMERINTAH KAB LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR3928KY;PEMERINTAH KAB LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR3929KY;PEMERINTAH KAB LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR4071KY;PEMERINTAH KAB LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR3937KY;PEMERINTAH KAB LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR3938KY;PEMERINTAH KAB LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR3940KY;PEMERINTAH KAB LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR3953KY;PEMERINTAH KAB.LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR3872KY;PEMERINTAH KAB. LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR3873KY;PEMERINTAH KAB. LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR3951KY;PEMERINTAH KAB.LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR3859KY;PEMERINTAH KAB. LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR3864KY;PEMERINTAH KAB. LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR3913KY;PEMERINTAH KAB LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR3995KY;PEMERINTAH KAB LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR4036KY;PEMERINTAH KAB LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR4039KY;PEMERINTAH KAB LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR3885KY;PEMERINTAH KAB. LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR3895KY;PEMERINTAH KAB.LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR4025KY;PEMERINTAH KAB LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR3975KY;PEMERINTAH KAB LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR3978KY;PEMERINTAH KAB LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR3979KY;PEMERINTAH KAB LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR3981KY;PEMERINTAH KAB LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR3972KY;PEMERINTA KAB LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR3999KY;PEMERINTAH KAB LOTIM;29/12/2023;65.500;35.000; -   ;35.000;
DR4003KY;PEMERINTAH KAB LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR4005KY;PEMKAB LOTIM;29/12/2023;65.500;35.000; -   ;35.000;
DR4010KY;PEMKAB LOTIM;29/12/2023;63.000;35.000; -   ;35.000;
DR3997KY;PEMERINTAH KAB LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR3869KY;PEMERINTAH KAB. LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR4016KY;PEMERINTAH DESA SEMAYA;29/12/2023;65.500;35.000; -   ;35.000;
DR4019KY;PEMERINTAH KAB LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR4020KY;PEMERINTAH KAB LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR4022KY;PEMERINTAH KAB LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR3968KY;PEMERINTAH KAB LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR3964KY;PEMERINTAH KAB LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR4017KY;PEMERINTAH KAB LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR4015KY;PEMERINTAH KAB LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR3876KY;PEMERINTAH KAB. LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR3879KY;PEMERINTAH KAB LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
DR3921KY;PEMERINTAH KAB LOMBOK TIMUR;29/12/2023;65.500;35.000; -   ;35.000;
